"NAME_HN"|"WS_BEW"|"ID_ICD"|"NAME_ICD"|"ATC"|"ID_ICD_GROUPED"|"NAME_ICD_GROUPED"
"Cyramza"|"Ramucirumab"|"C16.3"|"Bösartige Neubildung: Antrum pyloricum"|"L01FG02"|"C16"|"Bösartige Neubildung: Antrum pyloricum"
"Cyramza"|"Ramucirumab"|"C16.2"|"Bösartige Neubildung: Corpus ventriculi"|"L01FG02"|"C16"|"Bösartige Neubildung: Corpus ventriculi"
"Cyramza"|"Ramucirumab"|"C16.0"|"Bösartige Neubildung: Kardia"|"L01FG02"|"C16"|"Bösartige Neubildung: Kardia"
"Cyramza"|"Ramucirumab"|"C16.5"|"Bösartige Neubildung: Kleine Kurvatur des Magens, nicht näher bezeichnet"|"L01FG02"|"C16"|"Bösartige Neubildung: Kleine Kurvatur des Magens, nicht näher bezeichnet"
"Cyramza"|"Ramucirumab"|"C16.1"|"Bösartige Neubildung: Fundus ventriculi"|"L01FG02"|"C16"|"Bösartige Neubildung: Fundus ventriculi"
"Cyramza"|"Ramucirumab"|"C16.8"|"Bösartige Neubildung: Magen, mehrere Teilbereiche überlappend"|"L01FG02"|"C16"|"Bösartige Neubildung: Magen, mehrere Teilbereiche überlappend"
"Cyramza"|"Ramucirumab"|"C16.9"|"Bösartige Neubildung: Magen, nicht näher bezeichnet"|"L01FG02"|"C16"|"Bösartige Neubildung: Magen, nicht näher bezeichnet"
"Cyramza"|"Ramucirumab"|"C16.6"|"Bösartige Neubildung: Große Kurvatur des Magens, nicht näher bezeichnet"|"L01FG02"|"C16"|"Bösartige Neubildung: Große Kurvatur des Magens, nicht näher bezeichnet"
"Cyramza"|"Ramucirumab"|"C16.4"|"Bösartige Neubildung: Pylorus"|"L01FG02"|"C16"|"Bösartige Neubildung: Pylorus"
"Opdivo"|"Nivolumab"|"C64"|"Bösartige Neubildung der Niere, ausgenommen Nierenbecken"|"L01FF01"|"C64"|"Bösartige Neubildung der Niere, ausgenommen Nierenbecken"
"Descovy"|"Emtricitabin/Tenofoviralafenamid "|"B24"|"Nicht näher bezeichnete HIV-Krankheit [Humane Immundefizienz-Viruskrankheit]"|"J05AR17"|"B24"|"Nicht näher bezeichnete HIV-Krankheit [Humane Immundefizienz-Viruskrankheit]"
"Descovy"|"Emtricitabin/Tenofoviralafenamid "|"Z21"|"Asymptomatische HIV-Infektion [Humane Immundefizienz-Virusinfektion]"|"J05AR17"|"Z21"|"Asymptomatische HIV-Infektion [Humane Immundefizienz-Virusinfektion]"
"Empliciti"|"Elotuzumab"|"C90.01"|"Multiples Myelom: In kompletter Remission"|"L01FX08"|"C90.01"|"Multiples Myelom: In kompletter Remission"
"Empliciti"|"Elotuzumab"|"C90.00"|"Multiples Myelom: Ohne Angabe einer kompletten Remission"|"L01FX08"|"C90.00"|"Multiples Myelom: Ohne Angabe einer kompletten Remission"
"Halaven"|"Eribulin"|"C49.9"|"Bösartige Neubildung: Bindegewebe und andere Weichteilgewebe, nicht näher bezeichnet"|"L01XX41"|"C49.9"|"Bösartige Neubildung: Bindegewebe und andere Weichteilgewebe, nicht näher bezeichnet"
"Uptravi"|"Selexipag"|"I27.0"|"Primäre pulmonale Hypertonie"|"C02KX09"|"I27.0"|"Primäre pulmonale Hypertonie"
"Uptravi"|"Selexipag"|"I27.28"|"Sonstige näher bezeichnete sekundäre pulmonale Hypertonie"|"C02KX09"|"I27.28"|"Sonstige näher bezeichnete sekundäre pulmonale Hypertonie"
"Imlygic"|"Talimogen laherparepvec"|"C43.0"|"Bösartiges Melanom der Lippe"|"L01XL02"|"C43"|"Bösartiges Melanom der Haut"
"Imlygic"|"Talimogen laherparepvec"|"C43.6"|"Bösartiges Melanom der oberen Extremität, einschließlich Schulter"|"L01XL02"|"C43"|"Bösartiges Melanom der Haut"
"Imlygic"|"Talimogen laherparepvec"|"C43.4"|"Bösartiges Melanom der behaarten Kopfhaut und des Halses"|"L01XL02"|"C43"|"Bösartiges Melanom der Haut"
"Imlygic"|"Talimogen laherparepvec"|"C43.8"|"Bösartiges Melanom der Haut, mehrere Teilbereiche überlappend"|"L01XL02"|"C43"|"Bösartiges Melanom der Haut"
"Imlygic"|"Talimogen laherparepvec"|"C43.2"|"Bösartiges Melanom des Ohres und des äußeren Gehörganges"|"L01XL02"|"C43"|"Bösartiges Melanom der Haut"
"Imlygic"|"Talimogen laherparepvec"|"C43.3"|"Bösartiges Melanom sonstiger und nicht näher bezeichneter Teile des Gesichtes"|"L01XL02"|"C43"|"Bösartiges Melanom der Haut"
"Imlygic"|"Talimogen laherparepvec"|"C43.7"|"Bösartiges Melanom der unteren Extremität, einschließlich Hüfte"|"L01XL02"|"C43"|"Bösartiges Melanom der Haut"
"Imlygic"|"Talimogen laherparepvec"|"C43.5"|"Bösartiges Melanom des Rumpfes"|"L01XL02"|"C43"|"Bösartiges Melanom der Haut"
"Imlygic"|"Talimogen laherparepvec"|"C43.1"|"Bösartiges Melanom des Augenlides, einschließlich Kanthus"|"L01XL02"|"C43"|"Bösartiges Melanom der Haut"
"Imlygic"|"Talimogen laherparepvec"|"C43.9"|"Bösartiges Melanom der Haut, nicht näher bezeichnet"|"L01XL02"|"C43"|"Bösartiges Melanom der Haut"
"Onglyza"|"Saxagliptin"|"E14.31"|"Nicht näher bezeichneter Diabetes mellitus: Mit Augenkomplikationen: Als entgleist bezeichnet"|"A10BH03"|"E14"|"Diabetes mellitus"
"Onglyza"|"Saxagliptin"|"E13.73"|"Sonstiger näher bezeichneter Diabetes mellitus: Mit multiplen Komplikationen: Mit sonstigen multiplen Komplikationen, als entgleist bezeichnet"|"A10BH03"|"E13"|"Diabetes mellitus"
"Onglyza"|"Saxagliptin"|"E12.73"|"Diabetes mellitus in Verbindung mit Fehl- oder Mangelernährung [Malnutrition]: Mit multiplen Komplikationen: Mit sonstigen multiplen Komplikationen, als entgleist bezeichnet"|"A10BH03"|"E12"|"Diabetes mellitus"
"Onglyza"|"Saxagliptin"|"E12.40"|"Diabetes mellitus in Verbindung mit Fehl- oder Mangelernährung [Malnutrition]: Mit neurologischen Komplikationen: Nicht als entgleist bezeichnet"|"A10BH03"|"E12"|"Diabetes mellitus"
"Onglyza"|"Saxagliptin"|"E14.73"|"Nicht näher bezeichneter Diabetes mellitus: Mit multiplen Komplikationen: Mit sonstigen multiplen Komplikationen, als entgleist bezeichnet"|"A10BH03"|"E14"|"Diabetes mellitus"
"Onglyza"|"Saxagliptin"|"E11.50"|"Diabetes mellitus, Typ 2: Mit peripheren vaskulären Komplikationen: Nicht als entgleist bezeichnet"|"A10BH03"|"E11"|"Diabetes mellitus"
"Onglyza"|"Saxagliptin"|"E13.50"|"Sonstiger näher bezeichneter Diabetes mellitus: Mit peripheren vaskulären Komplikationen: Nicht als entgleist bezeichnet"|"A10BH03"|"E13"|"Diabetes mellitus"
"Onglyza"|"Saxagliptin"|"E13.80"|"Sonstiger näher bezeichneter Diabetes mellitus: Mit nicht näher bezeichneten Komplikationen: Nicht als entgleist bezeichnet"|"A10BH03"|"E13"|"Diabetes mellitus"
"Onglyza"|"Saxagliptin"|"E14.61"|"Nicht näher bezeichneter Diabetes mellitus: Mit sonstigen näher bezeichneten Komplikationen: Als entgleist bezeichnet"|"A10BH03"|"E14"|"Diabetes mellitus"
"Onglyza"|"Saxagliptin"|"E14.40"|"Nicht näher bezeichneter Diabetes mellitus: Mit neurologischen Komplikationen: Nicht als entgleist bezeichnet"|"A10BH03"|"E14"|"Diabetes mellitus"
"Onglyza"|"Saxagliptin"|"E11.11"|"Diabetes mellitus, Typ 2: Mit Ketoazidose: Als entgleist bezeichnet"|"A10BH03"|"E11"|"Diabetes mellitus"
"Onglyza"|"Saxagliptin"|"E12.51"|"Diabetes mellitus in Verbindung mit Fehl- oder Mangelernährung [Malnutrition]: Mit peripheren vaskulären Komplikationen: Als entgleist bezeichnet"|"A10BH03"|"E12"|"Diabetes mellitus"
"Onglyza"|"Saxagliptin"|"E11.20"|"Diabetes mellitus, Typ 2: Mit Nierenkomplikationen: Nicht als entgleist bezeichnet"|"A10BH03"|"E11"|"Diabetes mellitus"
"Onglyza"|"Saxagliptin"|"E11.40"|"Diabetes mellitus, Typ 2: Mit neurologischen Komplikationen: Nicht als entgleist bezeichnet"|"A10BH03"|"E11"|"Diabetes mellitus"
"Onglyza"|"Saxagliptin"|"E14.91"|"Nicht näher bezeichneter Diabetes mellitus: Ohne Komplikationen: Als entgleist bezeichnet"|"A10BH03"|"E14"|"Diabetes mellitus"
"Onglyza"|"Saxagliptin"|"E13.01"|"Sonstiger näher bezeichneter Diabetes mellitus: Mit Koma: Als entgleist bezeichnet"|"A10BH03"|"E13"|"Diabetes mellitus"
"Onglyza"|"Saxagliptin"|"E12.90"|"Diabetes mellitus in Verbindung mit Fehl- oder Mangelernährung [Malnutrition]: Ohne Komplikationen: Nicht als entgleist bezeichnet"|"A10BH03"|"E12"|"Diabetes mellitus"
"Onglyza"|"Saxagliptin"|"E11.21"|"Diabetes mellitus, Typ 2: Mit Nierenkomplikationen: Als entgleist bezeichnet"|"A10BH03"|"E11"|"Diabetes mellitus"
"Onglyza"|"Saxagliptin"|"E13.90"|"Sonstiger näher bezeichneter Diabetes mellitus: Ohne Komplikationen: Nicht als entgleist bezeichnet"|"A10BH03"|"E13"|"Diabetes mellitus"
"Onglyza"|"Saxagliptin"|"E12.80"|"Diabetes mellitus in Verbindung mit Fehl- oder Mangelernährung [Malnutrition]: Mit nicht näher bezeichneten Komplikationen: Nicht als entgleist bezeichnet"|"A10BH03"|"E12"|"Diabetes mellitus"
"Onglyza"|"Saxagliptin"|"E14.60"|"Nicht näher bezeichneter Diabetes mellitus: Mit sonstigen näher bezeichneten Komplikationen: Nicht als entgleist bezeichnet"|"A10BH03"|"E14"|"Diabetes mellitus"
"Onglyza"|"Saxagliptin"|"E12.30"|"Diabetes mellitus in Verbindung mit Fehl- oder Mangelernährung [Malnutrition]: Mit Augenkomplikationen: Nicht als entgleist bezeichnet"|"A10BH03"|"E12"|"Diabetes mellitus"
"Onglyza"|"Saxagliptin"|"E13.51"|"Sonstiger näher bezeichneter Diabetes mellitus: Mit peripheren vaskulären Komplikationen: Als entgleist bezeichnet"|"A10BH03"|"E13"|"Diabetes mellitus"
"Onglyza"|"Saxagliptin"|"E14.20"|"Nicht näher bezeichneter Diabetes mellitus: Mit Nierenkomplikationen: Nicht als entgleist bezeichnet"|"A10BH03"|"E14"|"Diabetes mellitus"
"Onglyza"|"Saxagliptin"|"E14.30"|"Nicht näher bezeichneter Diabetes mellitus: Mit Augenkomplikationen: Nicht als entgleist bezeichnet"|"A10BH03"|"E14"|"Diabetes mellitus"
"Onglyza"|"Saxagliptin"|"E14.74"|"Nicht näher bezeichneter Diabetes mellitus: Mit multiplen Komplikationen: Mit diabetischem Fußsyndrom, nicht als entgleist bezeichnet"|"A10BH03"|"E14"|"Diabetes mellitus"
"Onglyza"|"Saxagliptin"|"E11.74"|"Diabetes mellitus, Typ 2: Mit multiplen Komplikationen: Mit diabetischem Fußsyndrom, nicht als entgleist bezeichnet"|"A10BH03"|"E11"|"Diabetes mellitus"
"Onglyza"|"Saxagliptin"|"E12.11"|"Diabetes mellitus in Verbindung mit Fehl- oder Mangelernährung [Malnutrition]: Mit Ketoazidose: Als entgleist bezeichnet"|"A10BH03"|"E12"|"Diabetes mellitus"
"Onglyza"|"Saxagliptin"|"E13.40"|"Sonstiger näher bezeichneter Diabetes mellitus: Mit neurologischen Komplikationen: Nicht als entgleist bezeichnet"|"A10BH03"|"E13"|"Diabetes mellitus"
"Onglyza"|"Saxagliptin"|"E14.41"|"Nicht näher bezeichneter Diabetes mellitus: Mit neurologischen Komplikationen: Als entgleist bezeichnet"|"A10BH03"|"E14"|"Diabetes mellitus"
"Onglyza"|"Saxagliptin"|"E11.73"|"Diabetes mellitus, Typ 2: Mit multiplen Komplikationen: Mit sonstigen multiplen Komplikationen, als entgleist bezeichnet"|"A10BH03"|"E11"|"Diabetes mellitus"
"Onglyza"|"Saxagliptin"|"E13.21"|"Sonstiger näher bezeichneter Diabetes mellitus: Mit Nierenkomplikationen: Als entgleist bezeichnet"|"A10BH03"|"E13"|"Diabetes mellitus"
"Onglyza"|"Saxagliptin"|"E14.75"|"Nicht näher bezeichneter Diabetes mellitus: Mit multiplen Komplikationen: Mit diabetischem Fußsyndrom, als entgleist bezeichnet"|"A10BH03"|"E14"|"Diabetes mellitus"
"Onglyza"|"Saxagliptin"|"E13.81"|"Sonstiger näher bezeichneter Diabetes mellitus: Mit nicht näher bezeichneten Komplikationen: Als entgleist bezeichnet"|"A10BH03"|"E13"|"Diabetes mellitus"
"Onglyza"|"Saxagliptin"|"E11.90"|"Diabetes mellitus, Typ 2: Ohne Komplikationen: Nicht als entgleist bezeichnet"|"A10BH03"|"E11"|"Diabetes mellitus"
"Onglyza"|"Saxagliptin"|"E12.60"|"Diabetes mellitus in Verbindung mit Fehl- oder Mangelernährung [Malnutrition]: Mit sonstigen näher bezeichneten Komplikationen: Nicht als entgleist bezeichnet"|"A10BH03"|"E12"|"Diabetes mellitus"
"Onglyza"|"Saxagliptin"|"E13.74"|"Sonstiger näher bezeichneter Diabetes mellitus: Mit multiplen Komplikationen: Mit diabetischem Fußsyndrom, nicht als entgleist bezeichnet"|"A10BH03"|"E13"|"Diabetes mellitus"
"Onglyza"|"Saxagliptin"|"E12.74"|"Diabetes mellitus in Verbindung mit Fehl- oder Mangelernährung [Malnutrition]: Mit multiplen Komplikationen: Mit diabetischem Fußsyndrom, nicht als entgleist bezeichnet"|"A10BH03"|"E12"|"Diabetes mellitus"
"Onglyza"|"Saxagliptin"|"E13.60"|"Sonstiger näher bezeichneter Diabetes mellitus: Mit sonstigen näher bezeichneten Komplikationen: Nicht als entgleist bezeichnet"|"A10BH03"|"E13"|"Diabetes mellitus"
"Onglyza"|"Saxagliptin"|"E11.72"|"Diabetes mellitus, Typ 2: Mit multiplen Komplikationen: Mit sonstigen multiplen Komplikationen, nicht als entgleist bezeichnet"|"A10BH03"|"E11"|"Diabetes mellitus"
"Onglyza"|"Saxagliptin"|"E12.41"|"Diabetes mellitus in Verbindung mit Fehl- oder Mangelernährung [Malnutrition]: Mit neurologischen Komplikationen: Als entgleist bezeichnet"|"A10BH03"|"E12"|"Diabetes mellitus"
"Onglyza"|"Saxagliptin"|"E11.01"|"Diabetes mellitus, Typ 2: Mit Koma: Als entgleist bezeichnet"|"A10BH03"|"E11"|"Diabetes mellitus"
"Onglyza"|"Saxagliptin"|"E11.75"|"Diabetes mellitus, Typ 2: Mit multiplen Komplikationen: Mit diabetischem Fußsyndrom, als entgleist bezeichnet"|"A10BH03"|"E11"|"Diabetes mellitus"
"Onglyza"|"Saxagliptin"|"E11.80"|"Diabetes mellitus, Typ 2: Mit nicht näher bezeichneten Komplikationen: Nicht als entgleist bezeichnet"|"A10BH03"|"E11"|"Diabetes mellitus"
"Onglyza"|"Saxagliptin"|"E14.90"|"Nicht näher bezeichneter Diabetes mellitus: Ohne Komplikationen: Nicht als entgleist bezeichnet"|"A10BH03"|"E14"|"Diabetes mellitus"
"Onglyza"|"Saxagliptin"|"E11.30"|"Diabetes mellitus, Typ 2: Mit Augenkomplikationen: Nicht als entgleist bezeichnet"|"A10BH03"|"E11"|"Diabetes mellitus"
"Onglyza"|"Saxagliptin"|"E11.60"|"Diabetes mellitus, Typ 2: Mit sonstigen näher bezeichneten Komplikationen: Nicht als entgleist bezeichnet"|"A10BH03"|"E11"|"Diabetes mellitus"
"Onglyza"|"Saxagliptin"|"E12.81"|"Diabetes mellitus in Verbindung mit Fehl- oder Mangelernährung [Malnutrition]: Mit nicht näher bezeichneten Komplikationen: Als entgleist bezeichnet"|"A10BH03"|"E12"|"Diabetes mellitus"
"Onglyza"|"Saxagliptin"|"E13.30"|"Sonstiger näher bezeichneter Diabetes mellitus: Mit Augenkomplikationen: Nicht als entgleist bezeichnet"|"A10BH03"|"E13"|"Diabetes mellitus"
"Onglyza"|"Saxagliptin"|"E11.91"|"Diabetes mellitus, Typ 2: Ohne Komplikationen: Als entgleist bezeichnet"|"A10BH03"|"E11"|"Diabetes mellitus"
"Onglyza"|"Saxagliptin"|"E11.41"|"Diabetes mellitus, Typ 2: Mit neurologischen Komplikationen: Als entgleist bezeichnet"|"A10BH03"|"E11"|"Diabetes mellitus"
"Onglyza"|"Saxagliptin"|"E13.11"|"Sonstiger näher bezeichneter Diabetes mellitus: Mit Ketoazidose: Als entgleist bezeichnet"|"A10BH03"|"E13"|"Diabetes mellitus"
"Onglyza"|"Saxagliptin"|"E13.41"|"Sonstiger näher bezeichneter Diabetes mellitus: Mit neurologischen Komplikationen: Als entgleist bezeichnet"|"A10BH03"|"E13"|"Diabetes mellitus"
"Onglyza"|"Saxagliptin"|"E14.51"|"Nicht näher bezeichneter Diabetes mellitus: Mit peripheren vaskulären Komplikationen: Als entgleist bezeichnet"|"A10BH03"|"E14"|"Diabetes mellitus"
"Onglyza"|"Saxagliptin"|"E12.20"|"Diabetes mellitus in Verbindung mit Fehl- oder Mangelernährung [Malnutrition]: Mit Nierenkomplikationen: Nicht als entgleist bezeichnet"|"A10BH03"|"E12"|"Diabetes mellitus"
"Onglyza"|"Saxagliptin"|"E14.50"|"Nicht näher bezeichneter Diabetes mellitus: Mit peripheren vaskulären Komplikationen: Nicht als entgleist bezeichnet"|"A10BH03"|"E14"|"Diabetes mellitus"
"Onglyza"|"Saxagliptin"|"E12.50"|"Diabetes mellitus in Verbindung mit Fehl- oder Mangelernährung [Malnutrition]: Mit peripheren vaskulären Komplikationen: Nicht als entgleist bezeichnet"|"A10BH03"|"E12"|"Diabetes mellitus"
"Onglyza"|"Saxagliptin"|"E13.61"|"Sonstiger näher bezeichneter Diabetes mellitus: Mit sonstigen näher bezeichneten Komplikationen: Als entgleist bezeichnet"|"A10BH03"|"E13"|"Diabetes mellitus"
"Onglyza"|"Saxagliptin"|"E12.31"|"Diabetes mellitus in Verbindung mit Fehl- oder Mangelernährung [Malnutrition]: Mit Augenkomplikationen: Als entgleist bezeichnet"|"A10BH03"|"E12"|"Diabetes mellitus"
"Onglyza"|"Saxagliptin"|"E14.81"|"Nicht näher bezeichneter Diabetes mellitus: Mit nicht näher bezeichneten Komplikationen: Als entgleist bezeichnet"|"A10BH03"|"E14"|"Diabetes mellitus"
"Onglyza"|"Saxagliptin"|"E14.21"|"Nicht näher bezeichneter Diabetes mellitus: Mit Nierenkomplikationen: Als entgleist bezeichnet"|"A10BH03"|"E14"|"Diabetes mellitus"
"Onglyza"|"Saxagliptin"|"E14.80"|"Nicht näher bezeichneter Diabetes mellitus: Mit nicht näher bezeichneten Komplikationen: Nicht als entgleist bezeichnet"|"A10BH03"|"E14"|"Diabetes mellitus"
"Onglyza"|"Saxagliptin"|"E13.75"|"Sonstiger näher bezeichneter Diabetes mellitus: Mit multiplen Komplikationen: Mit diabetischem Fußsyndrom, als entgleist bezeichnet"|"A10BH03"|"E13"|"Diabetes mellitus"
"Onglyza"|"Saxagliptin"|"E12.75"|"Diabetes mellitus in Verbindung mit Fehl- oder Mangelernährung [Malnutrition]: Mit multiplen Komplikationen: Mit diabetischem Fußsyndrom, als entgleist bezeichnet"|"A10BH03"|"E12"|"Diabetes mellitus"
"Onglyza"|"Saxagliptin"|"E13.91"|"Sonstiger näher bezeichneter Diabetes mellitus: Ohne Komplikationen: Als entgleist bezeichnet"|"A10BH03"|"E13"|"Diabetes mellitus"
"Onglyza"|"Saxagliptin"|"E11.31"|"Diabetes mellitus, Typ 2: Mit Augenkomplikationen: Als entgleist bezeichnet"|"A10BH03"|"E11"|"Diabetes mellitus"
"Onglyza"|"Saxagliptin"|"E14.01"|"Nicht näher bezeichneter Diabetes mellitus: Mit Koma: Als entgleist bezeichnet"|"A10BH03"|"E14"|"Diabetes mellitus"
"Onglyza"|"Saxagliptin"|"E12.72"|"Diabetes mellitus in Verbindung mit Fehl- oder Mangelernährung [Malnutrition]: Mit multiplen Komplikationen: Mit sonstigen multiplen Komplikationen, nicht als entgleist bezeichnet"|"A10BH03"|"E12"|"Diabetes mellitus"
"Onglyza"|"Saxagliptin"|"E12.91"|"Diabetes mellitus in Verbindung mit Fehl- oder Mangelernährung [Malnutrition]: Ohne Komplikationen: Als entgleist bezeichnet"|"A10BH03"|"E12"|"Diabetes mellitus"
"Onglyza"|"Saxagliptin"|"E13.72"|"Sonstiger näher bezeichneter Diabetes mellitus: Mit multiplen Komplikationen: Mit sonstigen multiplen Komplikationen, nicht als entgleist bezeichnet"|"A10BH03"|"E13"|"Diabetes mellitus"
"Onglyza"|"Saxagliptin"|"E13.31"|"Sonstiger näher bezeichneter Diabetes mellitus: Mit Augenkomplikationen: Als entgleist bezeichnet"|"A10BH03"|"E13"|"Diabetes mellitus"
"Onglyza"|"Saxagliptin"|"E12.01"|"Diabetes mellitus in Verbindung mit Fehl- oder Mangelernährung [Malnutrition]: Mit Koma: Als entgleist bezeichnet"|"A10BH03"|"E12"|"Diabetes mellitus"
"Onglyza"|"Saxagliptin"|"E11.51"|"Diabetes mellitus, Typ 2: Mit peripheren vaskulären Komplikationen: Als entgleist bezeichnet"|"A10BH03"|"E11"|"Diabetes mellitus"
"Onglyza"|"Saxagliptin"|"E11.61"|"Diabetes mellitus, Typ 2: Mit sonstigen näher bezeichneten Komplikationen: Als entgleist bezeichnet"|"A10BH03"|"E11"|"Diabetes mellitus"
"Onglyza"|"Saxagliptin"|"E13.20"|"Sonstiger näher bezeichneter Diabetes mellitus: Mit Nierenkomplikationen: Nicht als entgleist bezeichnet"|"A10BH03"|"E13"|"Diabetes mellitus"
"Onglyza"|"Saxagliptin"|"E12.61"|"Diabetes mellitus in Verbindung mit Fehl- oder Mangelernährung [Malnutrition]: Mit sonstigen näher bezeichneten Komplikationen: Als entgleist bezeichnet"|"A10BH03"|"E12"|"Diabetes mellitus"
"Onglyza"|"Saxagliptin"|"E12.21"|"Diabetes mellitus in Verbindung mit Fehl- oder Mangelernährung [Malnutrition]: Mit Nierenkomplikationen: Als entgleist bezeichnet"|"A10BH03"|"E12"|"Diabetes mellitus"
"Onglyza"|"Saxagliptin"|"E11.81"|"Diabetes mellitus, Typ 2: Mit nicht näher bezeichneten Komplikationen: Als entgleist bezeichnet"|"A10BH03"|"E11"|"Diabetes mellitus"
"Onglyza"|"Saxagliptin"|"E14.11"|"Nicht näher bezeichneter Diabetes mellitus: Mit Ketoazidose: Als entgleist bezeichnet"|"A10BH03"|"E14"|"Diabetes mellitus"
"Onglyza"|"Saxagliptin"|"E14.72"|"Nicht näher bezeichneter Diabetes mellitus: Mit multiplen Komplikationen: Mit sonstigen multiplen Komplikationen, nicht als entgleist bezeichnet"|"A10BH03"|"E14"|"Diabetes mellitus"
"Komboglyze"|"Saxagliptin/Metformin"|"E11.40"|"Diabetes mellitus, Typ 2: Mit neurologischen Komplikationen: Nicht als entgleist bezeichnet"|"A10BD10"|"E11"|"Diabetes mellitus"
"Xelevia"|"Sitagliptin"|"E11.80"|"Diabetes mellitus, Typ 2: Mit nicht näher bezeichneten Komplikationen: Nicht als entgleist bezeichnet"|"A10BH01"|"E11"|"Diabetes mellitus"
"Xelevia"|"Sitagliptin"|"E11.30"|"Diabetes mellitus, Typ 2: Mit Augenkomplikationen: Nicht als entgleist bezeichnet"|"A10BH01"|"E11"|"Diabetes mellitus"
"Xelevia"|"Sitagliptin"|"E12.81"|"Diabetes mellitus in Verbindung mit Fehl- oder Mangelernährung [Malnutrition]: Mit nicht näher bezeichneten Komplikationen: Als entgleist bezeichnet"|"A10BH01"|"E12"|"Diabetes mellitus"
"Xelevia"|"Sitagliptin"|"E11.60"|"Diabetes mellitus, Typ 2: Mit sonstigen näher bezeichneten Komplikationen: Nicht als entgleist bezeichnet"|"A10BH01"|"E11"|"Diabetes mellitus"
"Xelevia"|"Sitagliptin"|"E11.41"|"Diabetes mellitus, Typ 2: Mit neurologischen Komplikationen: Als entgleist bezeichnet"|"A10BH01"|"E11"|"Diabetes mellitus"
"Xelevia"|"Sitagliptin"|"E11.91"|"Diabetes mellitus, Typ 2: Ohne Komplikationen: Als entgleist bezeichnet"|"A10BH01"|"E11"|"Diabetes mellitus"
"Xelevia"|"Sitagliptin"|"E14.90"|"Nicht näher bezeichneter Diabetes mellitus: Ohne Komplikationen: Nicht als entgleist bezeichnet"|"A10BH01"|"E14"|"Diabetes mellitus"
"Xelevia"|"Sitagliptin"|"E12.74"|"Diabetes mellitus in Verbindung mit Fehl- oder Mangelernährung [Malnutrition]: Mit multiplen Komplikationen: Mit diabetischem Fußsyndrom, nicht als entgleist bezeichnet"|"A10BH01"|"E12"|"Diabetes mellitus"
"Xelevia"|"Sitagliptin"|"E13.11"|"Sonstiger näher bezeichneter Diabetes mellitus: Mit Ketoazidose: Als entgleist bezeichnet"|"A10BH01"|"E13"|"Diabetes mellitus"
"Xelevia"|"Sitagliptin"|"E12.20"|"Diabetes mellitus in Verbindung mit Fehl- oder Mangelernährung [Malnutrition]: Mit Nierenkomplikationen: Nicht als entgleist bezeichnet"|"A10BH01"|"E12"|"Diabetes mellitus"
"Xelevia"|"Sitagliptin"|"E14.50"|"Nicht näher bezeichneter Diabetes mellitus: Mit peripheren vaskulären Komplikationen: Nicht als entgleist bezeichnet"|"A10BH01"|"E14"|"Diabetes mellitus"
"Xelevia"|"Sitagliptin"|"E11.75"|"Diabetes mellitus, Typ 2: Mit multiplen Komplikationen: Mit diabetischem Fußsyndrom, als entgleist bezeichnet"|"A10BH01"|"E11"|"Diabetes mellitus"
"Xelevia"|"Sitagliptin"|"E14.51"|"Nicht näher bezeichneter Diabetes mellitus: Mit peripheren vaskulären Komplikationen: Als entgleist bezeichnet"|"A10BH01"|"E14"|"Diabetes mellitus"
"Xelevia"|"Sitagliptin"|"E11.01"|"Diabetes mellitus, Typ 2: Mit Koma: Als entgleist bezeichnet"|"A10BH01"|"E11"|"Diabetes mellitus"
"Xelevia"|"Sitagliptin"|"E13.61"|"Sonstiger näher bezeichneter Diabetes mellitus: Mit sonstigen näher bezeichneten Komplikationen: Als entgleist bezeichnet"|"A10BH01"|"E13"|"Diabetes mellitus"
"Xelevia"|"Sitagliptin"|"E13.30"|"Sonstiger näher bezeichneter Diabetes mellitus: Mit Augenkomplikationen: Nicht als entgleist bezeichnet"|"A10BH01"|"E13"|"Diabetes mellitus"
"Xelevia"|"Sitagliptin"|"E14.21"|"Nicht näher bezeichneter Diabetes mellitus: Mit Nierenkomplikationen: Als entgleist bezeichnet"|"A10BH01"|"E14"|"Diabetes mellitus"
"Xelevia"|"Sitagliptin"|"E12.31"|"Diabetes mellitus in Verbindung mit Fehl- oder Mangelernährung [Malnutrition]: Mit Augenkomplikationen: Als entgleist bezeichnet"|"A10BH01"|"E12"|"Diabetes mellitus"
"Xelevia"|"Sitagliptin"|"E14.80"|"Nicht näher bezeichneter Diabetes mellitus: Mit nicht näher bezeichneten Komplikationen: Nicht als entgleist bezeichnet"|"A10BH01"|"E14"|"Diabetes mellitus"
"Xelevia"|"Sitagliptin"|"E13.41"|"Sonstiger näher bezeichneter Diabetes mellitus: Mit neurologischen Komplikationen: Als entgleist bezeichnet"|"A10BH01"|"E13"|"Diabetes mellitus"
"Xelevia"|"Sitagliptin"|"E12.50"|"Diabetes mellitus in Verbindung mit Fehl- oder Mangelernährung [Malnutrition]: Mit peripheren vaskulären Komplikationen: Nicht als entgleist bezeichnet"|"A10BH01"|"E12"|"Diabetes mellitus"
"Xelevia"|"Sitagliptin"|"E13.91"|"Sonstiger näher bezeichneter Diabetes mellitus: Ohne Komplikationen: Als entgleist bezeichnet"|"A10BH01"|"E13"|"Diabetes mellitus"
