"NAME_HN"|"WS_BEW"|"ID_ICD"|"NAME_ICD"|"ATC"|"ID_ICD_GROUPED"|"NAME_ICD_GROUPED"
"Jevtana"|"Cabazitaxel"|"C61"|"Bösartige Neubildung der Prostata"|"L01CD04"|"C61"|"Bösartige Neubildung der Prostata"
"Rapiscan"|"Regadenoson"|"I25.4"|"Koronararterienaneurysma"|"C01EB21"|"I25.4"|"Koronararterienaneurysma"
"Rapiscan"|"Regadenoson"|"I25.19"|"Atherosklerotische Herzkrankheit: Nicht näher bezeichnet"|"C01EB21"|"I25.19"|"Atherosklerotische Herzkrankheit: Nicht näher bezeichnet"
"Rapiscan"|"Regadenoson"|"I25.8"|"Sonstige Formen der chronischen ischämischen Herzkrankheit"|"C01EB21"|"I25.8"|"Sonstige Formen der chronischen ischämischen Herzkrankheit"
"Rapiscan"|"Regadenoson"|"I25.14"|"Atherosklerotische Herzkrankheit: Stenose des linken Hauptstammes"|"C01EB21"|"I25.14"|"Atherosklerotische Herzkrankheit: Stenose des linken Hauptstammes"
"Rapiscan"|"Regadenoson"|"I25.5"|"Ischämische Kardiomyopathie"|"C01EB21"|"I25.5"|"Ischämische Kardiomyopathie"
"Rapiscan"|"Regadenoson"|"I25.21"|"Alter Myokardinfarkt: 4 Monate bis unter 1 Jahr zurückliegend"|"C01EB21"|"I25.21"|"Alter Myokardinfarkt: 4 Monate bis unter 1 Jahr zurückliegend"
"Rapiscan"|"Regadenoson"|"I25.22"|"Alter Myokardinfarkt: 1 Jahr und länger zurückliegend"|"C01EB21"|"I25.22"|"Alter Myokardinfarkt: 1 Jahr und länger zurückliegend"
"Rapiscan"|"Regadenoson"|"I25.11"|"Atherosklerotische Herzkrankheit: Ein-Gefäß-Erkrankung"|"C01EB21"|"I25.11"|"Atherosklerotische Herzkrankheit: Ein-Gefäß-Erkrankung"
"Rapiscan"|"Regadenoson"|"I25.15"|"Atherosklerotische Herzkrankheit: Mit stenosierten Bypass-Gefäßen"|"C01EB21"|"I25.15"|"Atherosklerotische Herzkrankheit: Mit stenosierten Bypass-Gefäßen"
"Rapiscan"|"Regadenoson"|"I25.12"|"Atherosklerotische Herzkrankheit: Zwei-Gefäß-Erkrankung"|"C01EB21"|"I25.12"|"Atherosklerotische Herzkrankheit: Zwei-Gefäß-Erkrankung"
"Rapiscan"|"Regadenoson"|"I25.10"|"Atherosklerotische Herzkrankheit: Ohne hämodynamisch wirksame Stenosen"|"C01EB21"|"I25.10"|"Atherosklerotische Herzkrankheit: Ohne hämodynamisch wirksame Stenosen"
"Rapiscan"|"Regadenoson"|"I25.13"|"Atherosklerotische Herzkrankheit: Drei-Gefäß-Erkrankung"|"C01EB21"|"I25.13"|"Atherosklerotische Herzkrankheit: Drei-Gefäß-Erkrankung"
"Rapiscan"|"Regadenoson"|"I25.6"|"Stumme Myokardischämie"|"C01EB21"|"I25.6"|"Stumme Myokardischämie"
"Rapiscan"|"Regadenoson"|"I25.16"|"Atherosklerotische Herzkrankheit: Mit stenosierten Stents"|"C01EB21"|"I25.16"|"Atherosklerotische Herzkrankheit: Mit stenosierten Stents"
"Rapiscan"|"Regadenoson"|"I25.29"|"Alter Myokardinfarkt: Nicht näher bezeichnet"|"C01EB21"|"I25.29"|"Alter Myokardinfarkt: Nicht näher bezeichnet"
"Rapiscan"|"Regadenoson"|"I25.20"|"Alter Myokardinfarkt: 29 Tage bis unter 4 Monate zurückliegend"|"C01EB21"|"I25.20"|"Alter Myokardinfarkt: 29 Tage bis unter 4 Monate zurückliegend"
"Rapiscan"|"Regadenoson"|"I25.3"|"Herz-(Wand-)Aneurysma"|"C01EB21"|"I25.3"|"Herz-(Wand-)Aneurysma"
"Rapiscan"|"Regadenoson"|"I25.0"|"Atherosklerotische Herz-Kreislauf-Krankheit, so beschrieben"|"C01EB21"|"I25.0"|"Atherosklerotische Herz-Kreislauf-Krankheit, so beschrieben"
"Rapiscan"|"Regadenoson"|"I25.9"|"Chronische ischämische Herzkrankheit, nicht näher bezeichnet"|"C01EB21"|"I25.9"|"Chronische ischämische Herzkrankheit, nicht näher bezeichnet"
"Eliquis"|"Apixaban"|"Z98.8"|"Sonstige näher bezeichnete Zustände nach chirurgischen Eingriffen"|"B01AF02"|"Z98.8"|"Sonstige näher bezeichnete Zustände nach chirurgischen Eingriffen"
"Eliquis"|"Apixaban"|"Z96.65"|"Vorhandensein einer Kniegelenkprothese"|"B01AF02"|"Z96.65"|"Vorhandensein einer Kniegelenkprothese"
"Eliquis"|"Apixaban"|"Z96.64"|"Vorhandensein einer Hüftgelenkprothese"|"B01AF02"|"Z96.64"|"Vorhandensein einer Hüftgelenkprothese"
"Benlysta"|"Belimumab"|"M32.9"|"Systemischer Lupus erythematodes, nicht näher bezeichnet"|"L04AG04"|"M32.9"|"Systemischer Lupus erythematodes, nicht näher bezeichnet"
"Benlysta"|"Belimumab"|"M32.8"|"Sonstige Formen des systemischen Lupus erythematodes"|"L04AG04"|"M32.8"|"Sonstige Formen des systemischen Lupus erythematodes"
"Benlysta"|"Belimumab"|"M32.1"|"Systemischer Lupus erythematodes mit Beteiligung von Organen oder Organsystemen"|"L04AG04"|"M32.1"|"Systemischer Lupus erythematodes mit Beteiligung von Organen oder Organsystemen"
"Fampyra"|"Fampridin"|"G35.31"|"Multiple Sklerose mit sekundär-chronischem Verlauf: Mit Angabe einer akuten Exazerbation oder Progression"|"N07XX07"|"G35.31"|"Multiple Sklerose mit sekundär-chronischem Verlauf: Mit Angabe einer akuten Exazerbation oder Progression"
"Fampyra"|"Fampridin"|"G35.20"|"Multiple Sklerose mit primär-chronischem Verlauf: Ohne Angabe einer akuten Exazerbation oder Progression"|"N07XX07"|"G35.20"|"Multiple Sklerose mit primär-chronischem Verlauf: Ohne Angabe einer akuten Exazerbation oder Progression"
"Fampyra"|"Fampridin"|"G35.11"|"Multiple Sklerose mit vorherrschend schubförmigem Verlauf: Mit Angabe einer akuten Exazerbation oder Progression"|"N07XX07"|"G35.11"|"Multiple Sklerose mit vorherrschend schubförmigem Verlauf: Mit Angabe einer akuten Exazerbation oder Progression"
"Fampyra"|"Fampridin"|"G35.9"|"Multiple Sklerose, nicht näher bezeichnet"|"N07XX07"|"G35.9"|"Multiple Sklerose, nicht näher bezeichnet"
"Fampyra"|"Fampridin"|"G35.21"|"Multiple Sklerose mit primär-chronischem Verlauf: Mit Angabe einer akuten Exazerbation oder Progression"|"N07XX07"|"G35.21"|"Multiple Sklerose mit primär-chronischem Verlauf: Mit Angabe einer akuten Exazerbation oder Progression"
"Fampyra"|"Fampridin"|"G35.30"|"Multiple Sklerose mit sekundär-chronischem Verlauf: Ohne Angabe einer akuten Exazerbation oder Progression"|"N07XX07"|"G35.30"|"Multiple Sklerose mit sekundär-chronischem Verlauf: Ohne Angabe einer akuten Exazerbation oder Progression"
"Fampyra"|"Fampridin"|"R26.8"|"Sonstige und nicht näher bezeichnete Störungen des Ganges und der Mobilität"|"N07XX07"|"R26.8"|"Sonstige und nicht näher bezeichnete Störungen des Ganges und der Mobilität"
"Fampyra"|"Fampridin"|"R26.2"|"Gehbeschwerden, anderenorts nicht klassifiziert"|"N07XX07"|"R26.2"|"Gehbeschwerden, anderenorts nicht klassifiziert"
"Fampyra"|"Fampridin"|"G35.10"|"Multiple Sklerose mit vorherrschend schubförmigem Verlauf: Ohne Angabe einer akuten Exazerbation oder Progression"|"N07XX07"|"G35.10"|"Multiple Sklerose mit vorherrschend schubförmigem Verlauf: Ohne Angabe einer akuten Exazerbation oder Progression"
"Yervoy"|"Ipilimumab"|"C43.5"|"Bösartiges Melanom des Rumpfes"|"L01FX04"|"C43"|"Bösartiges Melanom der Haut"
"Yervoy"|"Ipilimumab"|"C43.1"|"Bösartiges Melanom des Augenlides, einschließlich Kanthus"|"L01FX04"|"C43"|"Bösartiges Melanom der Haut"
"Yervoy"|"Ipilimumab"|"C43.9"|"Bösartiges Melanom der Haut, nicht näher bezeichnet"|"L01FX04"|"C43"|"Bösartiges Melanom der Haut"
"Yervoy"|"Ipilimumab"|"C43.0"|"Bösartiges Melanom der Lippe"|"L01FX04"|"C43"|"Bösartiges Melanom der Haut"
"Yervoy"|"Ipilimumab"|"C43.6"|"Bösartiges Melanom der oberen Extremität, einschließlich Schulter"|"L01FX04"|"C43"|"Bösartiges Melanom der Haut"
"Yervoy"|"Ipilimumab"|"C43.4"|"Bösartiges Melanom der behaarten Kopfhaut und des Halses"|"L01FX04"|"C43"|"Bösartiges Melanom der Haut"
"Yervoy"|"Ipilimumab"|"C43.8"|"Bösartiges Melanom der Haut, mehrere Teilbereiche überlappend"|"L01FX04"|"C43"|"Bösartiges Melanom der Haut"
"Yervoy"|"Ipilimumab"|"C43.3"|"Bösartiges Melanom sonstiger und nicht näher bezeichneter Teile des Gesichtes"|"L01FX04"|"C43"|"Bösartiges Melanom der Haut"
"Yervoy"|"Ipilimumab"|"C43.2"|"Bösartiges Melanom des Ohres und des äußeren Gehörganges"|"L01FX04"|"C43"|"Bösartiges Melanom der Haut"
"Yervoy"|"Ipilimumab"|"C43.7"|"Bösartiges Melanom der unteren Extremität, einschließlich Hüfte"|"L01FX04"|"C43"|"Bösartiges Melanom der Haut"
"Yellox"|"Bromfenac"|"H59.9"|"Affektion des Auges und der Augenanhangsgebilde nach medizinischen Maßnahmen, nicht näher bezeichnet"|"S01BC11"|"H59.9"|"Affektion des Auges und der Augenanhangsgebilde nach medizinischen Maßnahmen, nicht näher bezeichnet"
"Esbriet"|"Pirfenidon"|"J84.10"|"Sonstige interstitielle Lungenkrankheiten mit Fibrose: Ohne Angabe einer akuten Exazerbation"|"L04AX05"|"J84.10"|"Sonstige interstitielle Lungenkrankheiten mit Fibrose: Ohne Angabe einer akuten Exazerbation"
"Zytiga"|"Abirateronacetat"|"C61"|"Bösartige Neubildung der Prostata"|"L02BX03"|"C61"|"Bösartige Neubildung der Prostata"
"Eviplera"|"Emtricitabin/Rilpivirin/Tenofovirdisoproxil"|"Z21"|"Asymptomatische HIV-Infektion [Humane Immundefizienz-Virusinfektion]"|"J05AR08"|"Z21"|"Asymptomatische HIV-Infektion [Humane Immundefizienz-Virusinfektion]"
"Eviplera"|"Emtricitabin/Rilpivirin/Tenofovirdisoproxil"|"B24"|"Nicht näher bezeichnete HIV-Krankheit [Humane Immundefizienz-Viruskrankheit]"|"J05AR08"|"B24"|"Nicht näher bezeichnete HIV-Krankheit [Humane Immundefizienz-Viruskrankheit]"
"Edurant"|"Rilpivirin"|"B24"|"Nicht näher bezeichnete HIV-Krankheit [Humane Immundefizienz-Viruskrankheit]"|"J05AG05"|"B24"|"Nicht näher bezeichnete HIV-Krankheit [Humane Immundefizienz-Viruskrankheit]"
"Edurant"|"Rilpivirin"|"Z21"|"Asymptomatische HIV-Infektion [Humane Immundefizienz-Virusinfektion]"|"J05AG05"|"Z21"|"Asymptomatische HIV-Infektion [Humane Immundefizienz-Virusinfektion]"
"Edarbi"|"Azilsartan Medoxomil"|"I10.11"|"Maligne essentielle Hypertonie: Mit Angabe einer hypertensiven Krise"|"C09CA09"|"I10.11"|"Maligne essentielle Hypertonie: Mit Angabe einer hypertensiven Krise"
"Edarbi"|"Azilsartan Medoxomil"|"I10.10"|"Maligne essentielle Hypertonie: Ohne Angabe einer hypertensiven Krise"|"C09CA09"|"I10.10"|"Maligne essentielle Hypertonie: Ohne Angabe einer hypertensiven Krise"
"Edarbi"|"Azilsartan Medoxomil"|"I10.01"|"Benigne essentielle Hypertonie: Mit Angabe einer hypertensiven Krise"|"C09CA09"|"I10.01"|"Benigne essentielle Hypertonie: Mit Angabe einer hypertensiven Krise"
"Edarbi"|"Azilsartan Medoxomil"|"I10.90"|"Essentielle Hypertonie, nicht näher bezeichnet: Ohne Angabe einer hypertensiven Krise"|"C09CA09"|"I10.90"|"Essentielle Hypertonie, nicht näher bezeichnet: Ohne Angabe einer hypertensiven Krise"
"Edarbi"|"Azilsartan Medoxomil"|"I10.00"|"Benigne essentielle Hypertonie: Ohne Angabe einer hypertensiven Krise"|"C09CA09"|"I10.00"|"Benigne essentielle Hypertonie: Ohne Angabe einer hypertensiven Krise"
"Signifor"|"Pasireotid"|"E24.0"|"Hypophysäres Cushing-Syndrom"|"H01CB05"|"E24.0"|"Hypophysäres Cushing-Syndrom"
"Teysuno"|"Tegafur/Gimeracil/Oteracil"|"C16.4"|"Bösartige Neubildung: Pylorus"|"L01BC73"|"C16"|"Bösartige Neubildung: Pylorus"
"Teysuno"|"Tegafur/Gimeracil/Oteracil"|"C16.2"|"Bösartige Neubildung: Corpus ventriculi"|"L01BC73"|"C16"|"Bösartige Neubildung: Corpus ventriculi"
"Teysuno"|"Tegafur/Gimeracil/Oteracil"|"C16.0"|"Bösartige Neubildung: Kardia"|"L01BC73"|"C16"|"Bösartige Neubildung: Kardia"
"Teysuno"|"Tegafur/Gimeracil/Oteracil"|"C16.3"|"Bösartige Neubildung: Antrum pyloricum"|"L01BC73"|"C16"|"Bösartige Neubildung: Antrum pyloricum"
"Teysuno"|"Tegafur/Gimeracil/Oteracil"|"C16.5"|"Bösartige Neubildung: Kleine Kurvatur des Magens, nicht näher bezeichnet"|"L01BC73"|"C16"|"Bösartige Neubildung: Kleine Kurvatur des Magens, nicht näher bezeichnet"
"Teysuno"|"Tegafur/Gimeracil/Oteracil"|"C16.1"|"Bösartige Neubildung: Fundus ventriculi"|"L01BC73"|"C16"|"Bösartige Neubildung: Fundus ventriculi"
"Teysuno"|"Tegafur/Gimeracil/Oteracil"|"C16.9"|"Bösartige Neubildung: Magen, nicht näher bezeichnet"|"L01BC73"|"C16"|"Bösartige Neubildung: Magen, nicht näher bezeichnet"
"Teysuno"|"Tegafur/Gimeracil/Oteracil"|"C16.8"|"Bösartige Neubildung: Magen, mehrere Teilbereiche überlappend"|"L01BC73"|"C16"|"Bösartige Neubildung: Magen, mehrere Teilbereiche überlappend"
"Teysuno"|"Tegafur/Gimeracil/Oteracil"|"C16.6"|"Bösartige Neubildung: Große Kurvatur des Magens, nicht näher bezeichnet"|"L01BC73"|"C16"|"Bösartige Neubildung: Große Kurvatur des Magens, nicht näher bezeichnet"
"Trajenta"|"Linagliptin"|"E14.91"|"Nicht näher bezeichneter Diabetes mellitus: Ohne Komplikationen: Als entgleist bezeichnet"|"A10BH05"|"E14"|"Diabetes mellitus"
"Trajenta"|"Linagliptin"|"E11.20"|"Diabetes mellitus, Typ 2: Mit Nierenkomplikationen: Nicht als entgleist bezeichnet"|"A10BH05"|"E11"|"Diabetes mellitus"
"Trajenta"|"Linagliptin"|"E12.80"|"Diabetes mellitus in Verbindung mit Fehl- oder Mangelernährung [Malnutrition]: Mit nicht näher bezeichneten Komplikationen: Nicht als entgleist bezeichnet"|"A10BH05"|"E12"|"Diabetes mellitus"
"Trajenta"|"Linagliptin"|"E11.40"|"Diabetes mellitus, Typ 2: Mit neurologischen Komplikationen: Nicht als entgleist bezeichnet"|"A10BH05"|"E11"|"Diabetes mellitus"
"Trajenta"|"Linagliptin"|"E13.80"|"Sonstiger näher bezeichneter Diabetes mellitus: Mit nicht näher bezeichneten Komplikationen: Nicht als entgleist bezeichnet"|"A10BH05"|"E13"|"Diabetes mellitus"
"Trajenta"|"Linagliptin"|"E12.73"|"Diabetes mellitus in Verbindung mit Fehl- oder Mangelernährung [Malnutrition]: Mit multiplen Komplikationen: Mit sonstigen multiplen Komplikationen, als entgleist bezeichnet"|"A10BH05"|"E12"|"Diabetes mellitus"
"Trajenta"|"Linagliptin"|"E12.90"|"Diabetes mellitus in Verbindung mit Fehl- oder Mangelernährung [Malnutrition]: Ohne Komplikationen: Nicht als entgleist bezeichnet"|"A10BH05"|"E12"|"Diabetes mellitus"
"Trajenta"|"Linagliptin"|"E13.90"|"Sonstiger näher bezeichneter Diabetes mellitus: Ohne Komplikationen: Nicht als entgleist bezeichnet"|"A10BH05"|"E13"|"Diabetes mellitus"
"Trajenta"|"Linagliptin"|"E11.21"|"Diabetes mellitus, Typ 2: Mit Nierenkomplikationen: Als entgleist bezeichnet"|"A10BH05"|"E11"|"Diabetes mellitus"
"Trajenta"|"Linagliptin"|"E13.21"|"Sonstiger näher bezeichneter Diabetes mellitus: Mit Nierenkomplikationen: Als entgleist bezeichnet"|"A10BH05"|"E13"|"Diabetes mellitus"
"Trajenta"|"Linagliptin"|"E14.20"|"Nicht näher bezeichneter Diabetes mellitus: Mit Nierenkomplikationen: Nicht als entgleist bezeichnet"|"A10BH05"|"E14"|"Diabetes mellitus"
"Trajenta"|"Linagliptin"|"E12.30"|"Diabetes mellitus in Verbindung mit Fehl- oder Mangelernährung [Malnutrition]: Mit Augenkomplikationen: Nicht als entgleist bezeichnet"|"A10BH05"|"E12"|"Diabetes mellitus"
"Trajenta"|"Linagliptin"|"E11.74"|"Diabetes mellitus, Typ 2: Mit multiplen Komplikationen: Mit diabetischem Fußsyndrom, nicht als entgleist bezeichnet"|"A10BH05"|"E11"|"Diabetes mellitus"
"Trajenta"|"Linagliptin"|"E14.30"|"Nicht näher bezeichneter Diabetes mellitus: Mit Augenkomplikationen: Nicht als entgleist bezeichnet"|"A10BH05"|"E14"|"Diabetes mellitus"
"Trajenta"|"Linagliptin"|"E13.40"|"Sonstiger näher bezeichneter Diabetes mellitus: Mit neurologischen Komplikationen: Nicht als entgleist bezeichnet"|"A10BH05"|"E13"|"Diabetes mellitus"
"Trajenta"|"Linagliptin"|"E13.01"|"Sonstiger näher bezeichneter Diabetes mellitus: Mit Koma: Als entgleist bezeichnet"|"A10BH05"|"E13"|"Diabetes mellitus"
"Trajenta"|"Linagliptin"|"E11.73"|"Diabetes mellitus, Typ 2: Mit multiplen Komplikationen: Mit sonstigen multiplen Komplikationen, als entgleist bezeichnet"|"A10BH05"|"E11"|"Diabetes mellitus"
"Trajenta"|"Linagliptin"|"E12.11"|"Diabetes mellitus in Verbindung mit Fehl- oder Mangelernährung [Malnutrition]: Mit Ketoazidose: Als entgleist bezeichnet"|"A10BH05"|"E12"|"Diabetes mellitus"
"Trajenta"|"Linagliptin"|"E14.75"|"Nicht näher bezeichneter Diabetes mellitus: Mit multiplen Komplikationen: Mit diabetischem Fußsyndrom, als entgleist bezeichnet"|"A10BH05"|"E14"|"Diabetes mellitus"
"Trajenta"|"Linagliptin"|"E13.74"|"Sonstiger näher bezeichneter Diabetes mellitus: Mit multiplen Komplikationen: Mit diabetischem Fußsyndrom, nicht als entgleist bezeichnet"|"A10BH05"|"E13"|"Diabetes mellitus"
"Trajenta"|"Linagliptin"|"E11.90"|"Diabetes mellitus, Typ 2: Ohne Komplikationen: Nicht als entgleist bezeichnet"|"A10BH05"|"E11"|"Diabetes mellitus"
"Trajenta"|"Linagliptin"|"E12.60"|"Diabetes mellitus in Verbindung mit Fehl- oder Mangelernährung [Malnutrition]: Mit sonstigen näher bezeichneten Komplikationen: Nicht als entgleist bezeichnet"|"A10BH05"|"E12"|"Diabetes mellitus"
"Trajenta"|"Linagliptin"|"E14.60"|"Nicht näher bezeichneter Diabetes mellitus: Mit sonstigen näher bezeichneten Komplikationen: Nicht als entgleist bezeichnet"|"A10BH05"|"E14"|"Diabetes mellitus"
"Trajenta"|"Linagliptin"|"E14.74"|"Nicht näher bezeichneter Diabetes mellitus: Mit multiplen Komplikationen: Mit diabetischem Fußsyndrom, nicht als entgleist bezeichnet"|"A10BH05"|"E14"|"Diabetes mellitus"
"Trajenta"|"Linagliptin"|"E14.41"|"Nicht näher bezeichneter Diabetes mellitus: Mit neurologischen Komplikationen: Als entgleist bezeichnet"|"A10BH05"|"E14"|"Diabetes mellitus"
"Trajenta"|"Linagliptin"|"E11.72"|"Diabetes mellitus, Typ 2: Mit multiplen Komplikationen: Mit sonstigen multiplen Komplikationen, nicht als entgleist bezeichnet"|"A10BH05"|"E11"|"Diabetes mellitus"
"Trajenta"|"Linagliptin"|"E13.81"|"Sonstiger näher bezeichneter Diabetes mellitus: Mit nicht näher bezeichneten Komplikationen: Als entgleist bezeichnet"|"A10BH05"|"E13"|"Diabetes mellitus"
"Trajenta"|"Linagliptin"|"E12.41"|"Diabetes mellitus in Verbindung mit Fehl- oder Mangelernährung [Malnutrition]: Mit neurologischen Komplikationen: Als entgleist bezeichnet"|"A10BH05"|"E12"|"Diabetes mellitus"
"Trajenta"|"Linagliptin"|"E13.60"|"Sonstiger näher bezeichneter Diabetes mellitus: Mit sonstigen näher bezeichneten Komplikationen: Nicht als entgleist bezeichnet"|"A10BH05"|"E13"|"Diabetes mellitus"
"Trajenta"|"Linagliptin"|"E13.51"|"Sonstiger näher bezeichneter Diabetes mellitus: Mit peripheren vaskulären Komplikationen: Als entgleist bezeichnet"|"A10BH05"|"E13"|"Diabetes mellitus"
"Trajenta"|"Linagliptin"|"E11.80"|"Diabetes mellitus, Typ 2: Mit nicht näher bezeichneten Komplikationen: Nicht als entgleist bezeichnet"|"A10BH05"|"E11"|"Diabetes mellitus"
"Trajenta"|"Linagliptin"|"E13.11"|"Sonstiger näher bezeichneter Diabetes mellitus: Mit Ketoazidose: Als entgleist bezeichnet"|"A10BH05"|"E13"|"Diabetes mellitus"
"Trajenta"|"Linagliptin"|"E11.60"|"Diabetes mellitus, Typ 2: Mit sonstigen näher bezeichneten Komplikationen: Nicht als entgleist bezeichnet"|"A10BH05"|"E11"|"Diabetes mellitus"
"Trajenta"|"Linagliptin"|"E11.30"|"Diabetes mellitus, Typ 2: Mit Augenkomplikationen: Nicht als entgleist bezeichnet"|"A10BH05"|"E11"|"Diabetes mellitus"
"Trajenta"|"Linagliptin"|"E12.81"|"Diabetes mellitus in Verbindung mit Fehl- oder Mangelernährung [Malnutrition]: Mit nicht näher bezeichneten Komplikationen: Als entgleist bezeichnet"|"A10BH05"|"E12"|"Diabetes mellitus"
"Trajenta"|"Linagliptin"|"E11.41"|"Diabetes mellitus, Typ 2: Mit neurologischen Komplikationen: Als entgleist bezeichnet"|"A10BH05"|"E11"|"Diabetes mellitus"
"Trajenta"|"Linagliptin"|"E11.91"|"Diabetes mellitus, Typ 2: Ohne Komplikationen: Als entgleist bezeichnet"|"A10BH05"|"E11"|"Diabetes mellitus"
"Trajenta"|"Linagliptin"|"E14.90"|"Nicht näher bezeichneter Diabetes mellitus: Ohne Komplikationen: Nicht als entgleist bezeichnet"|"A10BH05"|"E14"|"Diabetes mellitus"
"Trajenta"|"Linagliptin"|"E12.74"|"Diabetes mellitus in Verbindung mit Fehl- oder Mangelernährung [Malnutrition]: Mit multiplen Komplikationen: Mit diabetischem Fußsyndrom, nicht als entgleist bezeichnet"|"A10BH05"|"E12"|"Diabetes mellitus"
"Trajenta"|"Linagliptin"|"E11.75"|"Diabetes mellitus, Typ 2: Mit multiplen Komplikationen: Mit diabetischem Fußsyndrom, als entgleist bezeichnet"|"A10BH05"|"E11"|"Diabetes mellitus"
"Trajenta"|"Linagliptin"|"E12.20"|"Diabetes mellitus in Verbindung mit Fehl- oder Mangelernährung [Malnutrition]: Mit Nierenkomplikationen: Nicht als entgleist bezeichnet"|"A10BH05"|"E12"|"Diabetes mellitus"
"Trajenta"|"Linagliptin"|"E14.51"|"Nicht näher bezeichneter Diabetes mellitus: Mit peripheren vaskulären Komplikationen: Als entgleist bezeichnet"|"A10BH05"|"E14"|"Diabetes mellitus"
"Trajenta"|"Linagliptin"|"E13.30"|"Sonstiger näher bezeichneter Diabetes mellitus: Mit Augenkomplikationen: Nicht als entgleist bezeichnet"|"A10BH05"|"E13"|"Diabetes mellitus"
"Trajenta"|"Linagliptin"|"E13.61"|"Sonstiger näher bezeichneter Diabetes mellitus: Mit sonstigen näher bezeichneten Komplikationen: Als entgleist bezeichnet"|"A10BH05"|"E13"|"Diabetes mellitus"
"Trajenta"|"Linagliptin"|"E11.01"|"Diabetes mellitus, Typ 2: Mit Koma: Als entgleist bezeichnet"|"A10BH05"|"E11"|"Diabetes mellitus"
"Trajenta"|"Linagliptin"|"E14.21"|"Nicht näher bezeichneter Diabetes mellitus: Mit Nierenkomplikationen: Als entgleist bezeichnet"|"A10BH05"|"E14"|"Diabetes mellitus"
"Trajenta"|"Linagliptin"|"E14.80"|"Nicht näher bezeichneter Diabetes mellitus: Mit nicht näher bezeichneten Komplikationen: Nicht als entgleist bezeichnet"|"A10BH05"|"E14"|"Diabetes mellitus"
"Trajenta"|"Linagliptin"|"E12.31"|"Diabetes mellitus in Verbindung mit Fehl- oder Mangelernährung [Malnutrition]: Mit Augenkomplikationen: Als entgleist bezeichnet"|"A10BH05"|"E12"|"Diabetes mellitus"
"Trajenta"|"Linagliptin"|"E14.50"|"Nicht näher bezeichneter Diabetes mellitus: Mit peripheren vaskulären Komplikationen: Nicht als entgleist bezeichnet"|"A10BH05"|"E14"|"Diabetes mellitus"
"Trajenta"|"Linagliptin"|"E13.41"|"Sonstiger näher bezeichneter Diabetes mellitus: Mit neurologischen Komplikationen: Als entgleist bezeichnet"|"A10BH05"|"E13"|"Diabetes mellitus"
"Trajenta"|"Linagliptin"|"E12.50"|"Diabetes mellitus in Verbindung mit Fehl- oder Mangelernährung [Malnutrition]: Mit peripheren vaskulären Komplikationen: Nicht als entgleist bezeichnet"|"A10BH05"|"E12"|"Diabetes mellitus"
"Trajenta"|"Linagliptin"|"E13.91"|"Sonstiger näher bezeichneter Diabetes mellitus: Ohne Komplikationen: Als entgleist bezeichnet"|"A10BH05"|"E13"|"Diabetes mellitus"
"Trajenta"|"Linagliptin"|"E12.75"|"Diabetes mellitus in Verbindung mit Fehl- oder Mangelernährung [Malnutrition]: Mit multiplen Komplikationen: Mit diabetischem Fußsyndrom, als entgleist bezeichnet"|"A10BH05"|"E12"|"Diabetes mellitus"
"Trajenta"|"Linagliptin"|"E14.01"|"Nicht näher bezeichneter Diabetes mellitus: Mit Koma: Als entgleist bezeichnet"|"A10BH05"|"E14"|"Diabetes mellitus"
"Trajenta"|"Linagliptin"|"E14.81"|"Nicht näher bezeichneter Diabetes mellitus: Mit nicht näher bezeichneten Komplikationen: Als entgleist bezeichnet"|"A10BH05"|"E14"|"Diabetes mellitus"
"Trajenta"|"Linagliptin"|"E13.75"|"Sonstiger näher bezeichneter Diabetes mellitus: Mit multiplen Komplikationen: Mit diabetischem Fußsyndrom, als entgleist bezeichnet"|"A10BH05"|"E13"|"Diabetes mellitus"
"Trajenta"|"Linagliptin"|"E12.72"|"Diabetes mellitus in Verbindung mit Fehl- oder Mangelernährung [Malnutrition]: Mit multiplen Komplikationen: Mit sonstigen multiplen Komplikationen, nicht als entgleist bezeichnet"|"A10BH05"|"E12"|"Diabetes mellitus"
"Trajenta"|"Linagliptin"|"E12.91"|"Diabetes mellitus in Verbindung mit Fehl- oder Mangelernährung [Malnutrition]: Ohne Komplikationen: Als entgleist bezeichnet"|"A10BH05"|"E12"|"Diabetes mellitus"
"Trajenta"|"Linagliptin"|"E11.51"|"Diabetes mellitus, Typ 2: Mit peripheren vaskulären Komplikationen: Als entgleist bezeichnet"|"A10BH05"|"E11"|"Diabetes mellitus"
"Trajenta"|"Linagliptin"|"E11.61"|"Diabetes mellitus, Typ 2: Mit sonstigen näher bezeichneten Komplikationen: Als entgleist bezeichnet"|"A10BH05"|"E11"|"Diabetes mellitus"
"Trajenta"|"Linagliptin"|"E12.01"|"Diabetes mellitus in Verbindung mit Fehl- oder Mangelernährung [Malnutrition]: Mit Koma: Als entgleist bezeichnet"|"A10BH05"|"E12"|"Diabetes mellitus"
"Trajenta"|"Linagliptin"|"E13.20"|"Sonstiger näher bezeichneter Diabetes mellitus: Mit Nierenkomplikationen: Nicht als entgleist bezeichnet"|"A10BH05"|"E13"|"Diabetes mellitus"
