"ID_BE"|"URL"|"NAME_HN"|"ID_PAT_GR"|"WS_BEW"|"DATUM_BE_VOM"|"NAME_ZVT_BEST"|"ZVT_ZN_A"|"ZVT_ZN_w"|"ATC"
"289"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/288/"|"Mekinist"|"1717"|"Trametinib"|"2017-10-19"|"Docetaxel oder Pemetrexed"|"ist nicht belegt"|NA|"L01EE01"
"289"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/288/"|"Mekinist"|"1718"|"Trametinib"|"2017-10-19"|"Best-Supportive-Care"|"ist nicht belegt"|NA|"L01EE01"
"290"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/289/"|"Tafinlar"|"613"|"Dabrafenib"|"2017-10-19"|"• Patienten mit ECOG-Performance-Status 0, 1 oder 2:
− Cisplatin in Kombination mit einem Drittgenerationszytostatikum
(Vinorelbin oder Gemcitabin oder Docetaxel oder Paclitaxel oder Pemetrexed)
unter Beachtung des Zulassungsstatus
oder
− Carboplatin in Kombination mit einem Drittgenerationszytostatikum
(nur für Patienten mit erhöhtem Risiko für Cisplatin-induzierte Nebenwirkungen
im Rahmen einer Kombinationstherapie; vgl. Anlage VI zum Abschnitt K der Arzneimittel-Richtlinie)
oder
− Carboplatin in Kombination mit nab-Paclitaxel

• Patienten mit ECOG-Performance-Status 2:
− alternativ zur platinbasierten Kombinationsbehandlung: eine Monotherapie mit Gemcitabin oder Vinorelbin"|"ist nicht belegt"|NA|"L01EC02"
"290"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/289/"|"Tafinlar"|"1713"|"Dabrafenib"|"2017-10-19"|"Docetaxel oder Pemetrexed"|"ist nicht belegt"|NA|"L01EC02"
"290"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/289/"|"Tafinlar"|"1714"|"Dabrafenib"|"2017-10-19"|"Best-Supportive-Care"|"ist nicht belegt"|NA|"L01EC02"
"292"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/291/"|"Parsabiv"|"615"|"Etelcalcetid"|"2017-11-17"|"Cinacalcet 
Cinacalcet kann als Teil eines therapeutischen Regimes angewendet werden, das je nach Bedarf Phosphatbinder und/oder Vitamin D (auch Analoga) umfassen kann."|"ist nicht belegt"|NA|"H05BX04"
"293"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/292/"|"Keytruda"|"616"|"Pembrolizumab"|"2017-11-17"|"Therapie nach Maßgabe des Arztes unter Berücksichtigung der Zulassung und der Vortherapien"|"ist nicht belegt"|NA|"L01FF02"
"295"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/294/"|"Opdivo"|"618"|"Nivolumab"|"2017-11-17"|"Eine patientenindividuelle Therapie nach Maßgabe des Arztes (Chemotherapie, Strahlentherapie und/oder Operation; bei medikamentöser Therapie unter Beachtung der jeweiligen Zulassung)."|"beträchtlich"|"Anhaltspunkt"|"L01FF01"
"295"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/294/"|"Opdivo"|"1414"|"Nivolumab"|"2017-11-17"|"Eine patientenindividuelle Therapie nach Maßgabe des Arztes (Chemotherapie, Strahlentherapie und/oder Operation; bei medikamentöser Therapie unter Beachtung der jeweiligen Zulassung)."|"ist nicht belegt"|NA|"L01FF01"
"297"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/296/"|"Blincyto"|"620"|"Blinatumomab"|"2017-12-07"|NA|"beträchtlich"|NA|"L01FX07"
"136"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/136/"|"Stivarga"|"250"|"Regorafenib"|"2015-02-19"|"Best-Supportive-Care"|"gilt als nicht belegt"|NA|"L01EX05"
"137"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/139/"|"Eylea"|"251"|"Aflibercept"|"2015-03-05"|"Ranibizumab"|"ist nicht belegt"|NA|"S01LA05"
"138"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/141/"|"Triumeq"|"598"|"Dolutegravir/Abacavir/Lamivudin"|"2015-03-19"|"Efavirenz in Kombination mit zwei Nukleosid-/Nukleotidanaloga (Tenofovirdisoproxil plus Emtricitabin oder Abacavir plus Lamivudin)"|"beträchtlich"|"Hinweis"|"J05AR13"
"138"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/141/"|"Triumeq"|"1267"|"Dolutegravir/Abacavir/Lamivudin"|"2015-03-19"|"Efavirenz in Kombination mit Abacavir plus Lamivudin"|"ist nicht belegt"|NA|"J05AR13"
"138"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/141/"|"Triumeq"|"1268"|"Dolutegravir/Abacavir/Lamivudin"|"2015-03-19"|"Raltegravir in Kombination mit einer individuellen Backbone-Therapie in Abhängigkeit der Vortherapie(n) und unter Berücksichtigung des Grundes für den Therapiewechsel, insbesondere Therapieversagen aufgrund eines virologischen Versagens und etwaig einhergehender Resistenzbildung oder aufgrund von Nebenwirkungen.
Die jeweilige Zulassung der Präparate ist zu beachten."|"ist nicht belegt"|NA|"J05AR13"
"138"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/141/"|"Triumeq"|"1269"|"Dolutegravir/Abacavir/Lamivudin"|"2015-03-19"|"Individuelle antiretrovirale Therapie in Abhängigkeit der Vortherapie(n) und unter Berücksichtigung des Grundes für den Therapiewechsel, insbesondere Therapieversagen aufgrund eines virologischen Versagens und etwaig einhergehender Resistenzbildung oder aufgrund von Nebenwirkungen.
Die jeweilige Zulassung der Präparate ist zu beachten."|"ist nicht belegt"|NA|"J05AR13"
"138"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/141/"|"Triumeq"|"1270"|"Dolutegravir/Abacavir/Lamivudin"|"2015-03-19"|"Individuelle antiretrovirale Therapie in Abhängigkeit der Vortherapie(n) und unter Berücksichtigung des Grundes für den Therapiewechsel, insbesondere Therapieversagen aufgrund eines virologischen Versagens und etwaig einhergehender Resistenzbildung oder aufgrund von Nebenwirkungen.
Die jeweilige Zulassung der Präparate ist zu beachten."|"ist nicht belegt"|NA|"J05AR13"
"140"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/142/"|"Zydelig"|"1683"|"Idelalisib"|"2015-03-19"|"Best-Supportive-Care"|"gilt als nicht belegt"|NA|"L01EM01"
"141"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/144/"|"Velphoro"|"263"|"Sucroferric Oxyhydroxide"|"2015-03-19"|"- kalziumhaltige Phosphatbinder (einzeln oder in Kombination) oder Sevelamer oder Lanthankarbonat Unter kalziumhaltige Phosphatbinder fallen auch Phosphatbinder, die neben kalziumhaltigen zusätzlich magnesiumhaltige phosphatbindende Wirkstoffe enthalten."|"ist nicht belegt"|NA|"V03AE05"
"141"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/144/"|"Velphoro"|"264"|"Sucroferric Oxyhydroxide"|"2015-03-19"|"- bei Patienten, bei denen kalziumhaltige Phosphatbinder laut Fachinformation kontraindiziert sind (z.B. Hyperkalzämie): Sevelamer oder Lanthankarbonat."|"ist nicht belegt"|NA|"V03AE05"
"145"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/147/"|"Latuda"|"270"|"Lurasidon"|"2015-04-16"|"Amisulprid oder Aripiprazol oder Olanzapin oder Paliperidon oder Quetiapin oder Risperidon oder Ziprasidon."|"ist nicht belegt"|NA|"N05AE05"
"145"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/147/"|"Latuda"|"271"|"Lurasidon"|"2015-04-16"|"Amisulprid oder Aripiprazol oder Olanzapin oder Paliperidon oder Quetiapin oder Risperidon oder Ziprasidon."|"ist nicht belegt"|NA|"N05AE05"
"146"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/148/"|"Nuwiq"|"272"|"Simoctocog alfa"|"2015-05-07"|"rekombinante oder aus humanem Plasma gewonnene Blutgerinnungsfaktor VIII-Präparate"|"ist nicht belegt"|NA|"B02BD44"
"147"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/150/"|"Harvoni"|"599"|"Ledipasvir/Sofosbuvir"|"2015-05-21"|"Duale Therapie (Kombination aus Peginterferon alfa und Ribavirin) oder Triple-Therapie (Kombination aus einem Proteaseinhibitor (Boceprevir oder Telaprevir), Peginterferon alfa und Ribavirin)"|"beträchtlich"|"Anhaltspunkt"|"J05AP51"
"147"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/150/"|"Harvoni"|"1185"|"Ledipasvir/Sofosbuvir"|"2015-05-21"|"Duale Therapie (Kombination aus Peginterferon alfa und Ribavirin)"|"beträchtlich"|"Anhaltspunkt"|"J05AP51"
"147"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/150/"|"Harvoni"|"1186"|"Ledipasvir/Sofosbuvir"|"2015-05-21"|"Duale Therapie (Kombination aus Peginterferon alfa und Ribavirin) oder Triple-Therapie (Kombination aus einem Proteaseinhibitor (Boceprevir oder Telaprevir), Peginterferon alfa und Ribavirin)"|"beträchtlich"|"Anhaltspunkt"|"J05AP51"
"147"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/150/"|"Harvoni"|"1187"|"Ledipasvir/Sofosbuvir"|"2015-05-21"|"Duale Therapie (Kombination aus Peginterferon alfa und Ribavirin)"|"ist nicht belegt"|NA|"J05AP51"
"147"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/150/"|"Harvoni"|"1188"|"Ledipasvir/Sofosbuvir"|"2015-05-21"|"Duale Therapie (Kombination aus Peginterferon alfa und Ribavirin)"|"gering"|"Anhaltspunkt"|"J05AP51"
"147"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/150/"|"Harvoni"|"1189"|"Ledipasvir/Sofosbuvir"|"2015-05-21"|"Duale Therapie (Kombination aus Peginterferon alfa und Ribavirin)"|"nicht quantifizierbar"|"Anhaltspunkt"|"J05AP51"
"147"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/150/"|"Harvoni"|"1190"|"Ledipasvir/Sofosbuvir"|"2015-05-21"|"Best-Supportive-Care"|"nicht quantifizierbar"|"Anhaltspunkt"|"J05AP51"
"148"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/151/"|"Jalra"|"92"|"Vildagliptin"|"2015-05-21"|"Humaninsulin in Kombination mit einem Sulfonylharnstoff (Glibenclamid oder Glimepirid)
(Hinweis: ggf. nur Therapie mit Humaninsulin)"|"ist nicht belegt"|NA|"A10BH02"
"152"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/154/"|"Taptiqom"|"275"|"Tafluprost/Timolol"|"2015-06-18"|"Kombinationstherapie aus Beta-Blocker + Prostaglandinanalogon oder Beta-Blocker + Prostamid als freie oder fixe Kombination."|"ist nicht belegt"|NA|"S01ED70"
"153"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/152/"|"Xtandi"|"276"|"Enzalutamid"|"2015-06-18"|"Das abwartende Vorgehen unter Beibehaltung der bestehenden konventionellen Androgendeprivation
oder gegebenenfalls
die kombinierte, maximale Androgenblockade mit einem nichtsteroidalen Antiandrogen (Flutamid, Bicalutamid)
oder
Abirateronacetat unter Beibehaltung der bestehenden Androgendeprivation"|"beträchtlich"|"Hinweis"|"L02BB04"
"154"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/155/"|"Vargatef"|"277"|"Nintedanib"|"2015-06-18"|"Eine Chemotherapie mit Docetaxel oder Pemetrexed
oder
- Gefitinib oder Erlotinib (nur für Patienten mit aktivierenden EGFR-Mutationen)
oder
- Crizotinib (nur für Patienten mit aktivierenden ALK-Mutationen)"|"gering"|"Hinweis"|"L01EX09"
"155"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/153/"|"Signifor"|"280"|"Pasireotid"|"2015-06-18"|NA|"gering"|NA|"H01CB05"
"157"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/159/"|"Exviera"|"283"|"Dasabuvir"|"2015-07-16"|"Duale Therapie (Kombination aus Peginterferon alfa und Ribavirin) oder Triple-Therapie (Kombination aus einem Proteaseinhibitor (Boceprevir oder Telaprevir), Peginterferon alfa und Ribavirin)"|"beträchtlich"|"Hinweis"|"J05AP09"
"157"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/159/"|"Exviera"|"284"|"Dasabuvir"|"2015-07-16"|"Duale Therapie (Kombination aus Peginterferon alfa und Ribavirin) oder Triple-Therapie (Kombination aus einem Proteaseinhibitor (Boceprevir oder Telaprevir), Peginterferon alfa und Ribavirin)"|"beträchtlich"|"Hinweis"|"J05AP09"
"157"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/159/"|"Exviera"|"285"|"Dasabuvir"|"2015-07-16"|"Duale Therapie (Kombination aus Peginterferon alfa und Ribavirin)"|"gering"|"Anhaltspunkt"|"J05AP09"
"157"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/159/"|"Exviera"|"287"|"Dasabuvir"|"2015-07-16"|"Duale Therapie (Kombination aus Peginterferon alfa und Ribavirin) oder Triple-Therapie (Kombination aus einem Proteaseinhibitor (Boceprevir oder Telaprevir), Peginterferon alfa und Ribavirin)"|"beträchtlich"|"Anhaltspunkt"|"J05AP09"
"157"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/159/"|"Exviera"|"288"|"Dasabuvir"|"2015-07-16"|"Duale Therapie (Kombination aus Peginterferon alfa und Ribavirin) oder Triple-Therapie (Kombination aus einem Proteaseinhibitor (Boceprevir oder Telaprevir), Peginterferon alfa und Ribavirin)"|"beträchtlich"|"Anhaltspunkt"|"J05AP09"
"157"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/159/"|"Exviera"|"289"|"Dasabuvir"|"2015-07-16"|"Duale Therapie (Kombination aus Peginterferon alfa und Ribavirin) oder Triple-Therapie (Kombination aus einem Proteaseinhibitor (Boceprevir oder Telaprevir), Peginterferon alfa und Ribavirin)"|"gering"|"Anhaltspunkt"|"J05AP09"
"157"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/159/"|"Exviera"|"291"|"Dasabuvir"|"2015-07-16"|"Duale Therapie (Kombination aus Peginterferon alfa und Ribavirin)"|"gering"|"Anhaltspunkt"|"J05AP09"
"158"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/160/"|"Viekirax"|"294"|"Ombitasvir/Paritaprevir/Ritonavir"|"2015-07-16"|"Duale Therapie (Kombination aus Peginterferon alfa und Ribavirin) oder Triple-Therapie (Kombination aus einem Proteaseinhibitor (Boceprevir oder Telaprevir), Peginterferon alfa und Ribavirin)"|"beträchtlich"|"Hinweis"|"J05AP53"
"158"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/160/"|"Viekirax"|"295"|"Ombitasvir/Paritaprevir/Ritonavir"|"2015-07-16"|"Duale Therapie (Kombination aus Peginterferon alfa und Ribavirin) oder Triple-Therapie (Kombination aus einem Proteaseinhibitor (Boceprevir oder Telaprevir), Peginterferon alfa und Ribavirin)"|"beträchtlich"|"Hinweis"|"J05AP53"
"158"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/160/"|"Viekirax"|"296"|"Ombitasvir/Paritaprevir/Ritonavir"|"2015-07-16"|"Duale Therapie (Kombination aus Peginterferon alfa und Ribavirin)"|"gering"|"Anhaltspunkt"|"J05AP53"
"158"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/160/"|"Viekirax"|"298"|"Ombitasvir/Paritaprevir/Ritonavir"|"2015-07-16"|"Duale Therapie (Kombination aus Peginterferon alfa und Ribavirin) oder Triple-Therapie (Kombination aus einem Proteaseinhibitor (Boceprevir oder Telaprevir), Peginterferon alfa und Ribavirin)"|"beträchtlich"|"Anhaltspunkt"|"J05AP53"
"158"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/160/"|"Viekirax"|"299"|"Ombitasvir/Paritaprevir/Ritonavir"|"2015-07-16"|"Duale Therapie (Kombination aus Peginterferon alfa und Ribavirin) oder Triple-Therapie (Kombination aus einem Proteaseinhibitor (Boceprevir oder Telaprevir), Peginterferon alfa und Ribavirin)"|"beträchtlich"|"Anhaltspunkt"|"J05AP53"
"158"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/160/"|"Viekirax"|"300"|"Ombitasvir/Paritaprevir/Ritonavir"|"2015-07-16"|"Duale Therapie (Kombination aus Peginterferon alfa und Ribavirin)"|"gering"|"Anhaltspunkt"|"J05AP53"
"158"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/160/"|"Viekirax"|"301"|"Ombitasvir/Paritaprevir/Ritonavir"|"2015-07-16"|"Duale Therapie (Kombination aus Peginterferon alfa und Ribavirin)"|"ist nicht belegt"|NA|"J05AP53"
"158"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/160/"|"Viekirax"|"576"|"Ombitasvir/Paritaprevir/Ritonavir"|"2015-07-16"|"Duale Therapie (Kombination aus Peginterferon alfa und Ribavirin) oder Triple-Therapie (Kombination aus einem Proteaseinhibitor (Boceprevir oder Telaprevir), Peginterferon alfa und Ribavirin)"|"gering"|"Anhaltspunkt"|"J05AP53"
"158"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/160/"|"Viekirax"|"578"|"Ombitasvir/Paritaprevir/Ritonavir"|"2015-07-16"|"Duale Therapie (Kombination aus Peginterferon alfa und Ribavirin)"|"gering"|"Anhaltspunkt"|"J05AP53"
"321"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/322/"|"Sovaldi"|"641"|"Sofosbuvir"|"2018-04-05"|"Ribavirin plus Peginterferon alfa 
Die Angaben der Fachinformationen der Kombinationspartner der zweckmäßigen Vergleichstherapie sind zu beachten."|"nicht quantifizierbar"|"Anhaltspunkt"|"J05AP08"
"321"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/322/"|"Sovaldi"|"1194"|"Sofosbuvir"|"2018-04-05"|"Best-Supportive-Care"|"nicht quantifizierbar"|"Anhaltspunkt"|"J05AP08"
"322"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/323/"|"Cabometyx "|"642"|"Cabozantinib"|"2018-04-05"|"Nivolumab oder Everolimus"|"gering"|"Hinweis"|"L01EX07"
"323"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/319/"|"Xermelo"|"643"|"Telotristatethyl"|"2018-04-05"|NA|"nicht quantifizierbar"|NA|"A16AX15"
"325"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/325/"|"Refixia"|"645"|"Nonacog beta pegol"|"2018-04-19"|"rekombinante oder aus humanem Plasma gewonnene Blutgerinnungsfaktor-IX-Präparate"|"ist nicht belegt"|NA|"B02BD36"
"326"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/324/"|"Fotivda"|"646"|"Tivozanib"|"2018-04-19"|"Bevacizumab in Kombination mit Interferon alfa-2a oder eine Monotherapie mit Pazopanib oder Sunitinib"|"ist nicht belegt"|NA|"L01EK03"
"326"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/324/"|"Fotivda"|"1223"|"Tivozanib"|"2018-04-19"|"Temsirolimus"|"ist nicht belegt"|NA|"L01EK03"
"326"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/324/"|"Fotivda"|"1224"|"Tivozanib"|"2018-04-19"|"Axitinib oder Sorafenib"|"ist nicht belegt"|NA|"L01EK03"
"327"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/327/"|"Stribild"|"647"|"Elvitegravir/Cobicistat/Emtricitabin/Tenofovirdisoproxil"|"2018-05-03"|"Individuelle antiretrovirale Therapie in Abhängigkeit der Vortherapie(n) und unter Berücksichtigung des Grundes für den Therapiewechsel, insbesondere Therapieversagen; aufgrund eines virologischen Versagens undetwaig einhergehender Resistenzbildung oder aufgrund von Nebenwirkungen."|"ist nicht belegt"|NA|"J05AR09"
"328"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/326/"|"Oxervate"|"648"|"Cenegermin"|"2018-05-03"|NA|"nicht quantifizierbar"|NA|"S01XA24"
"329"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/331/"|"Fycompa"|"649"|"Perampanel"|"2018-05-17"|"Die zweckmäßige Vergleichstherapie für die Zusatztherapie bei primär generalisierten tonisch-klonischen Anfällen bei Erwachsenen und Jugendlichen ab 12 Jahren mit idiopathischer generalisierter Epilepsie ist:
Eine patientenindividuelle antiepileptische Zusatztherapie, soweit medizinisch indiziert und falls jeweils noch keine Pharmakoresistenz (im Sinne eines nicht ausreichenden Ansprechens), Unverträglichkeit oder Kontraindikation bekannt ist, mit einem der folgenden Wirkstoffe:
Lamotrigin, Levetiracetam, Valproinsäure, Topiramat, Clobazam
Die Therapie soll nach Wahl des Arztes in Abhängigkeit der Basis- und Vortherapie(en) und unter Berücksichtigung des Grundes für den Therapiewechsel und etwaig einhergehender Nebenwirkungen erfolgen.
Die jeweilige Zulassung der Arzneimittel ist zu berücksichtigen."|"ist nicht belegt"|NA|"N03AX22"
"330"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/334/"|"Mavenclad"|"650"|"Cladribin"|"2018-05-17"|"Interferon beta-1a oder Interferon beta-1b oder Glatirameracetat unter Berücksichtigung der Zulassung"|"ist nicht belegt"|NA|"L04AA40"
"330"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/334/"|"Mavenclad"|"1447"|"Cladribin"|"2018-05-17"|"Alemtuzumab oder Fingolimod oder Natalizumab oder, sofern angezeigt, Wechsel innerhalb der Basistherapeutika (Interferon beta-1a oder Interferon beta-1b oder Glatirameracetat unter Berücksichtigung der Zulassung)"|"ist nicht belegt"|NA|"L04AA40"
"331"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/333/"|"Dupixent"|"651"|"Dupilumab"|"2018-05-17"|"Ein patientenindividuell optimiertes Therapieregime in Abhängigkeit der Ausprägung der Erkrankung und unter Berücksichtigung der Vortherapie, unter Berücksichtigung
folgender Therapien:

-topische Glukokortikoide (TCS) der Klassen 2 bis 4 
-Tacrolimus (topisch) 
-UV-Therapie (UVA/NB-UVB) 
-systemische Glukokortikoide (nur kurzfristig im Rahmen einer Schubtherapie)
-Ciclosporin

Der jeweilige Zulassungsstatus der Arzneimittel ist zu berücksichtigen."|"beträchtlich"|"Hinweis"|"D11AH05"
"332"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/332/"|"Tremfya"|"652"|"Guselkumab"|"2018-05-17"|"Fumarsäureester oder Ciclosporin oder Methotrexat oder Phototherapie (NB-UV-B, Photosoletherapie) oder Secukinumab

Die jeweilige Zulassung der Arzneimittel ist zu berücksichtigen."|"beträchtlich"|"Hinweis"|"L04AC16"
"332"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/332/"|"Tremfya"|"1394"|"Guselkumab"|"2018-05-17"|"Adalimumab oder Infliximab oder Secukinumab oder Ustekinumab

Die jeweilige Zulassung der Arzneimittel ist zu berücksichtigen."|"beträchtlich"|"Beleg"|"L04AC16"
"334"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/335/"|"Zytiga"|"654"|"Abirateronacetat"|"2018-06-07"|"- die konventionelle Androgendeprivation, gegebenenfalls in Kombination mit einem nicht-steroidalen Antiandrogen (Flutamid oder Bicalutamid)
oder
- die konventionelle Androgendeprivation in Kombination mit Docetaxel und Prednison oder Prednisolon."|"beträchtlich"|"Hinweis"|"L02BX03"
